,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2017,iwf,M,1.0,Lasha Talakhadze,GEO,A,,210.0,215.0,220.0,220.0,1,243.0,250.0,257.0,257.0,1,477.0
1,2017,iwf,M,2.0,Saeid Alihosseini,IRI,A,,-203.0,-203.0,203.0,203.0,3,236.0,243.0,251.0,251.0,3,454.0
2,2017,iwf,M,3.0,Behdad Salimi,IRI,A,,205.0,211.0,-216.0,211.0,2,-241.0,242.0,-252.0,242.0,5,453.0
3,2017,iwf,M,4.0,Rustam Djangabaev,UZB,A,,195.0,200.0,-204.0,200.0,4,240.0,247.0,-252.0,247.0,4,447.0
4,2017,iwf,M,5.0,Mart Seim,EST,A,,185.0,191.0,-195.0,191.0,7,245.0,-251.0,253.0,253.0,2,444.0
5,2017,iwf,M,6.0,Fernando Reis,BRA,A,,192.0,200.0,-204.0,200.0,4,240.0,-247.0,-248.0,240.0,6,440.0
6,2017,iwf,M,7.0,Jiří Orság,CZE,A,,-185.0,185.0,-190.0,185.0,10,237.0,-244.0,-246.0,237.0,7,422.0
7,2017,iwf,M,8.0,Walid Bidani,ALG,A,,185.0,191.0,195.0,195.0,6,-215.0,217.0,225.0,225.0,10,420.0
8,2017,iwf,M,9.0,Hojamuhammet Toýçyýew,TKM,A,,180.0,-184.0,184.0,184.0,11,225.0,231.0,-237.0,231.0,8,415.0
9,2017,iwf,M,10.0,Péter Nagy,HUN,A,,183.0,188.0,-192.0,188.0,9,219.0,226.0,-233.0,226.0,9,414.0
10,2017,iwf,M,11.0,Alexej Prochorow,GER,B,,180.0,185.0,190.0,190.0,8,207.0,216.0,-225.0,216.0,13,406.0
11,2017,iwf,M,12.0,Kamil Kučera,CZE,B,,-175.0,175.0,-180.0,175.0,12,220.0,-226.0,-226.0,220.0,12,395.0
12,2017,iwf,M,13.0,Gurdeep Singh,IND,B,,165.0,172.0,-175.0,172.0,13,207.0,212.0,216.0,216.0,13,388.0
13,2017,iwf,M,14.0,David Liti,NZL,B,,160.0,166.0,-171.0,166.0,14,218.0,-222.0,222.0,222.0,11,388.0
14,2017,iwf,M,15.0,Tamaš Kajdoči,SRB,B,,165.0,-170.0,-170.0,165.0,16,-210.0,210.0,215.0,215.0,15,380.0
15,2017,iwf,M,16.0,Anthony Coullet,FRA,B,,151.0,156.0,161.0,161.0,17,204.0,209.0,-214.0,209.0,16,370.0
16,2017,iwf,M,17.0,Igor Olshanetskyi,ISR,B,,161.0,-167.0,-170.0,161.0,17,204.0,-209.0,0.0,204.0,17,365.0
17,2017,iwf,M,18.0,David Litvinov,ISR,B,,160.0,166.0,-172.0,166.0,14,-190.0,190.0,-203.0,190.0,18,356.0
18,2017,iwf,M,19.0,Deivydas Jucius,LTU,B,,151.0,-156.0,-160.0,151.0,19,180.0,185.0,190.0,190.0,18,341.0
19,2017,iwf,M,0.0,Teemu Roininen,FIN,B,,151.0,-156.0,-156.0,151.0,19,-195.0,-196.0,-196.0,-195.0,20,0.0
