,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2019,iwf,W,1.0,Katherine Nye,USA,A,,-106.0,107.0,112.0,112.0,1,131.0,136.0,-141.0,136.0,1,248.0
1,2019,iwf,W,2.0,Mattie Rogers,USA,A,,103.0,106.0,-108.0,106.0,3,130.0,134.0,-137.0,134.0,2,240.0
2,2019,iwf,W,3.0,Kim Hyo-sim,PRK,A,,106.0,110.0,-113.0,110.0,2,120.0,-125.0,0.0,120.0,5,230.0
3,2019,iwf,W,4.0,Emily Muskett,GBR,A,,94.0,97.0,100.0,100.0,4,124.0,126.0,-131.0,126.0,3,226.0
4,2019,iwf,W,5.0,Anastasia Anzorova,RUS,A,,95.0,99.0,-102.0,99.0,5,120.0,-126.0,-128.0,120.0,5,219.0
5,2019,iwf,W,6.0,Maya Laylor,CAN,A,,94.0,-97.0,-97.0,94.0,7,120.0,124.0,-126.0,124.0,4,218.0
6,2019,iwf,W,7.0,Yekaterina Bykova,KAZ,A,,88.0,91.0,-93.0,91.0,10,117.0,120.0,-124.0,120.0,5,211.0
7,2019,iwf,W,8.0,Kristel Macrohon,PHI,A,,90.0,-95.0,-95.0,90.0,11,120.0,-125.0,-125.0,120.0,5,210.0
8,2019,iwf,W,9.0,Ecaterina Tretiacova,MDA,A,,88.0,92.0,94.0,94.0,7,110.0,114.0,-116.0,114.0,9,208.0
9,2019,iwf,W,10.0,Nicole Rubanovich,ISR,A,,93.0,96.0,-98.0,96.0,6,105.0,108.0,-111.0,108.0,13,204.0
10,2019,iwf,W,11.0,Jolanta Wiór,POL,A,,-91.0,91.0,93.0,93.0,9,-111.0,-111.0,111.0,111.0,11,204.0
11,2019,iwf,W,12.0,Nadia Yangui,CAN,B,,83.0,86.0,89.0,89.0,13,110.0,114.0,-117.0,114.0,9,203.0
12,2019,iwf,W,13.0,Gintarė Bražaitė,LTU,B,,88.0,-90.0,90.0,90.0,11,105.0,110.0,-114.0,110.0,12,200.0
13,2019,iwf,W,14.0,Sally Bennett,GBR,B,,89.0,-92.0,-92.0,89.0,13,-107.0,107.0,-112.0,107.0,15,196.0
14,2019,iwf,W,15.0,Marina Ohman,ISR,B,,84.0,88.0,-90.0,88.0,15,99.0,102.0,104.0,104.0,18,192.0
15,2019,iwf,W,16.0,Elham Hosseini,IRI,A,,83.0,-90.0,-91.0,83.0,21,103.0,108.0,-112.0,108.0,13,191.0
16,2019,iwf,W,17.0,Yasmin Zammit Stevens,MLT,B,,82.0,-85.0,85.0,85.0,17,102.0,105.0,-107.0,105.0,17,190.0
17,2019,iwf,W,18.0,Nina Rondziková,SVK,B,,80.0,-84.0,84.0,84.0,19,100.0,104.0,106.0,106.0,16,190.0
18,2019,iwf,W,19.0,Lijana Jakaitė,LTU,B,,81.0,-84.0,85.0,85.0,17,100.0,104.0,-108.0,104.0,18,189.0
19,2019,iwf,W,20.0,Simona Hertlová,CZE,B,,84.0,-87.0,-87.0,84.0,19,102.0,-105.0,-107.0,102.0,20,186.0
20,2019,iwf,W,21.0,Julie Nielsen,DEN,B,,82.0,-85.0,87.0,87.0,16,95.0,-99.0,-99.0,95.0,23,182.0
21,2019,iwf,W,22.0,Mette Pedersen,DEN,B,,-80.0,80.0,-83.0,80.0,22,92.0,96.0,-98.0,96.0,22,176.0
22,2019,iwf,W,23.0,Katey Byrd,IRL,B,,74.0,-77.0,77.0,77.0,23,94.0,97.0,-100.0,97.0,21,174.0
23,2019,iwf,W,24.0,Abrisham Arjomandkhah,IRI,B,,73.0,77.0,-81.0,77.0,23,93.0,-98.0,-99.0,93.0,24,170.0
