,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2013,iwf,W,1.0,Tatiana Kashirina,RUS,A,104.32,142.0,-147.0,-147.0,142.0,2,180.0,190.0,-192.0,190.0,1,332.0
1,2013,iwf,W,2.0,Zhou Lulu,CHN,A,133.02,135.0,143.0,146.0,146.0,1,175.0,182.0,0.0,182.0,2,328.0
2,2013,iwf,W,3.0,Chitchanok Pulsabsakul,THA,A,125.12,121.0,127.0,131.0,131.0,3,155.0,-160.0,160.0,160.0,4,291.0
3,2013,iwf,W,4.0,Yaniuska Espinosa,VEN,B,107.2,106.0,112.0,115.0,115.0,5,133.0,-140.0,140.0,140.0,6,255.0
4,2013,iwf,W,5.0,Naryury Pérez,VEN,B,96.62,103.0,106.0,109.0,109.0,8,135.0,140.0,142.0,142.0,5,251.0
5,2013,iwf,W,6.0,Oliba Nieve,ECU,A,91.28,-110.0,110.0,-115.0,110.0,6,135.0,-140.0,-140.0,135.0,8,245.0
6,2013,iwf,W,7.0,Chioma Amaechi,USA,A,103.54,100.0,-105.0,105.0,105.0,10,-136.0,136.0,139.0,139.0,7,244.0
7,2013,iwf,W,8.0,Tania Mascorro,MEX,A,107.58,109.0,-113.0,-113.0,109.0,8,130.0,135.0,-137.0,135.0,8,244.0
8,2013,iwf,W,9.0,Mami Shimamoto,JPN,B,102.41,102.0,106.0,110.0,110.0,6,125.0,130.0,133.0,133.0,11,243.0
9,2013,iwf,W,10.0,Shelbie Serpan,USA,B,128.57,-100.0,100.0,-105.0,100.0,12,130.0,-135.0,135.0,135.0,8,235.0
10,2013,iwf,W,11.0,Sabina Bagińska,POL,B,103.28,98.0,-102.0,102.0,102.0,11,126.0,-130.0,-130.0,126.0,13,228.0
11,2013,iwf,W,12.0,Gladis Bueno,MEX,B,119.59,96.0,-102.0,-102.0,96.0,14,126.0,-131.0,131.0,131.0,12,227.0
12,2013,iwf,W,13.0,Nur Jannah Batrisyah,MAS,B,106.66,95.0,-100.0,100.0,100.0,12,118.0,124.0,126.0,126.0,13,226.0
13,2013,iwf,W,14.0,Astrid Camposeco,GUA,B,91.39,85.0,90.0,-95.0,90.0,15,110.0,-115.0,115.0,115.0,15,205.0
14,2013,iwf,W,0.0,Katsiaryna Shkuratava,BLR,A,117.56,120.0,126.0,130.0,130.0,4,156.0,161.0,-170.0,161.0,3,0.0
