,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2006,iwf,W,1.0,Jang Mi-ran,KOR,A,113.52,-130.0,130.0,135.0,135.0,2,170.0,175.0,179.0,179.0,1,314.0
1,2006,iwf,W,2.0,Mu Shuangshuang,CHN,A,130.91,130.0,-135.0,136.0,136.0,1,165.0,172.0,178.0,178.0,2,314.0
2,2006,iwf,W,3.0,Olha Korobka,UKR,A,164.39,121.0,125.0,127.0,127.0,3,153.0,157.0,-160.0,157.0,3,284.0
3,2006,iwf,W,4.0,Cheryl Haworth,USA,A,135.55,118.0,121.0,-125.0,121.0,4,148.0,-153.0,153.0,153.0,4,274.0
4,2006,iwf,W,5.0,Alexandra Aborneva,KAZ,A,87.08,105.0,110.0,-115.0,110.0,12,140.0,147.0,-150.0,147.0,5,257.0
5,2006,iwf,W,6.0,Oliba Nieve,ECU,A,93.51,110.0,115.0,-118.0,115.0,7,137.0,142.0,-146.0,142.0,7,257.0
6,2006,iwf,W,7.0,Agata Wróbel,POL,A,114.83,112.0,-116.0,-116.0,112.0,10,-144.0,145.0,-148.0,145.0,6,257.0
7,2006,iwf,W,8.0,Eva Dimas,ESA,A,83.82,110.0,115.0,-118.0,115.0,7,135.0,-140.0,141.0,141.0,8,256.0
8,2006,iwf,W,9.0,Yuliya Dovhal,UKR,B,83.91,112.0,-117.0,117.0,117.0,6,-138.0,-138.0,138.0,138.0,10,255.0
9,2006,iwf,W,10.0,Tatsiana Hramyka,BLR,B,97.09,110.0,115.0,120.0,120.0,5,-130.0,132.0,-140.0,132.0,15,252.0
10,2006,iwf,W,11.0,Mariya Grabovetskaya,KAZ,B,97.1,105.0,110.0,115.0,115.0,7,-135.0,135.0,-141.0,135.0,11,250.0
11,2006,iwf,W,12.0,Katsiaryna Shkuratava,BLR,A,100.74,108.0,-113.0,-113.0,108.0,14,140.0,-148.0,-148.0,140.0,9,248.0
12,2006,iwf,W,13.0,Vasiliki Kasapi,GRE,B,121.3,107.0,111.0,112.0,112.0,10,130.0,-135.0,135.0,135.0,11,247.0
13,2006,iwf,W,14.0,Yordanka Apostolova,BUL,B,100.06,105.0,-110.0,110.0,110.0,12,125.0,130.0,133.0,133.0,14,243.0
14,2006,iwf,W,15.0,Cristina Suárez,VEN,C,103.26,100.0,-103.0,103.0,103.0,17,127.0,132.0,135.0,135.0,11,238.0
15,2006,iwf,W,16.0,Aikaterini Roditi,GRE,B,101.3,102.0,106.0,108.0,108.0,14,127.0,-131.0,-131.0,127.0,17,235.0
16,2006,iwf,W,17.0,Yinelis Burgos,DOM,C,96.01,94.0,98.0,101.0,101.0,19,124.0,130.0,-135.0,130.0,16,231.0
17,2006,iwf,W,18.0,Sally El-Sayed,EGY,B,84.55,95.0,100.0,-102.0,100.0,20,120.0,-126.0,127.0,127.0,17,227.0
18,2006,iwf,W,19.0,Magdalena Ufnal,POL,B,117.65,102.0,-106.0,-106.0,102.0,18,-124.0,124.0,-130.0,124.0,21,226.0
19,2006,iwf,W,20.0,María Carvajal,DOM,C,89.66,99.0,102.0,104.0,104.0,16,119.0,-123.0,-123.0,119.0,24,223.0
20,2006,iwf,W,21.0,Fumiko Jonai,JPN,C,105.86,88.0,92.0,95.0,95.0,21,121.0,-126.0,126.0,126.0,19,221.0
21,2006,iwf,W,22.0,Olivia Salinas,MEX,C,97.19,90.0,95.0,-100.0,95.0,21,115.0,120.0,-123.0,120.0,22,215.0
22,2006,iwf,W,23.0,Ma Hui-chun,TPE,C,102.62,90.0,-95.0,-95.0,90.0,26,120.0,125.0,-128.0,125.0,20,215.0
23,2006,iwf,W,24.0,Tai Hsiao-chun,TPE,B,138.96,95.0,-100.0,-100.0,95.0,21,120.0,0.0,0.0,120.0,22,215.0
24,2006,iwf,W,25.0,Jessica Pacho,ECU,C,94.29,90.0,-95.0,-95.0,90.0,26,110.0,-115.0,115.0,115.0,25,205.0
25,2006,iwf,W,26.0,Viktória Varga,HUN,C,94.98,88.0,-92.0,92.0,92.0,25,-112.0,-112.0,112.0,112.0,26,204.0
26,2006,iwf,W,27.0,Annarosa Campaldini,ITA,C,104.28,85.0,-90.0,-90.0,85.0,28,105.0,110.0,-113.0,110.0,27,195.0
27,2006,iwf,W,28.0,Elizabeth Cortez,CHI,C,107.69,75.0,-80.0,-80.0,75.0,29,-100.0,-100.0,100.0,100.0,28,175.0
28,2006,iwf,W,29.0,Rosa Magro,ITA,C,101.56,-75.0,75.0,-81.0,75.0,29,90.0,95.0,-100.0,95.0,29,170.0
29,2006,iwf,W,0.0,Kamila Białkowska,NED,C,86.0,-95.0,-95.0,95.0,95.0,21,-113.0,-113.0,-113.0,-113.0,30,0.0
