,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,1992,oly,M,1.0,Pyrros Dimas,GRE,A,81.8,162.5,-167.5,167.5,167.5,1,202.5,-207.5,-207.5,202.5,3,370.0
1,1992,oly,M,2.0,Krzysztof Siemion,POL,A,81.8,160.0,165.0,-167.5,165.0,4,200.0,205.0,-207.5,205.0,1,370.0
2,1992,oly,M,3.0,Chon Chol-Ho,PRK,A,78.6,-160.0,160.0,165.0,165.0,4,200.0,-207.5,-207.5,200.0,6,365.0
3,1992,oly,M,5.0,Plamen Bratoychev,BUL,A,81.85,162.5,-167.5,167.5,167.5,1,197.5,-202.5,-202.5,197.5,7,365.0
4,1992,oly,M,6.0,Lino Elias,CUB,A,82.4,-160.0,160.0,-165.0,160.0,8,-197.5,202.5,205.0,205.0,1,365.0
5,1992,oly,M,7.0,Marc Huster,GER,A,80.9,160.0,165.0,-165.0,165.0,4,195.0,-202.5,202.5,202.5,3,367.5
6,1992,oly,M,8.0,JosÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â© Heredia,CUB,A,82.45,160.0,165.0,0.0,165.0,4,197.5,-202.5,-202.5,197.5,7,362.5
7,1992,oly,M,9.0,Li Yunnan,CHN,A,81.7,160.0,-165.0,-165.0,160.0,8,-195.0,195.0,-200.0,195.0,9,355.0
8,1992,oly,M,10.0,Andrzej Cofalik,POL,A,80.45,-160.0,160.0,-165.0,160.0,8,190.0,-195.0,-195.0,190.0,12,350.0
9,1992,oly,M,11.0,Cai Yanshu,CHN,A,80.6,157.5,-162.5,-162.5,157.5,14,-192.5,192.5,-197.5,192.5,10,350.0
10,1992,oly,M,12.0,Saleh Khadim,IRQ,A,82.3,155.0,-160.0,160.0,160.0,8,190.0,-195.0,-195.0,190.0,12,350.0
11,1992,oly,M,13.0,Sunay Bulut,TUR,A,82.3,150.0,155.0,-162.5,155.0,15,-192.5,192.5,-197.5,192.5,10,347.5
12,1992,oly,M,14.0,LÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡szlÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â³ Barsi,HUN,A,81.0,160.0,-165.0,-165.0,160.0,8,185.0,-190.0,-190.0,185.0,16,345.0
13,1992,oly,M,15.0,Dave Morgan,GBR,A,81.5,-155.0,155.0,160.0,160.0,8,185.0,-195.0,-195.0,185.0,16,345.0
14,1992,oly,M,16.0,Julio CÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©sar LuÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â±a,VEN,A,82.35,147.5,152.5,-155.0,152.5,17,185.0,190.0,-195.0,190.0,12,342.5
15,1992,oly,M,17.0,Tony Urrutia,USA,A,81.95,145.0,150.0,-152.5,150.0,19,185.0,190.0,-195.0,190.0,12,340.0
16,1992,oly,M,18.0,IstvÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡n MÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©szÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ros,HUN,A,81.95,-152.5,152.5,-157.5,152.5,17,182.5,-190.0,-190.0,182.5,18,335.0
17,1992,oly,M,19.0,RenÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â© DurbÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡k,TCH,A,81.95,140.0,145.0,147.5,147.5,20,177.5,-182.5,182.5,182.5,18,330.0
18,1992,oly,M,20.0,Andrew Callard,GBR,A,82.1,137.5,-142.5,142.5,142.5,21,177.5,182.5,-187.5,182.5,18,325.0
19,1992,oly,M,21.0,StÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©phane Sageder,FRA,A,81.65,-140.0,-140.0,140.0,140.0,22,182.5,-187.5,-187.5,182.5,18,322.5
20,1992,oly,M,22.0,Juan Carlos,ESP,A,82.25,140.0,-145.0,-145.0,140.0,22,180.0,-185.0,-190.0,180.0,22,320.0
21,1992,oly,M,23.0,Ali Reza Azari,IRI,A,82.3,135.0,140.0,-142.5,140.0,22,165.0,175.0,-180.0,175.0,23,315.0
22,1992,oly,M,24.0,Alphonse Hercule Matam,CMR,A,81.55,137.5,-142.5,-142.5,137.5,25,170.0,-175.0,-175.0,170.0,24,307.5
23,1992,oly,M,25.0,Prasert Sumpradit,THA,A,76.4,-130.0,132.5,-137.5,132.5,27,165.0,-170.0,-170.0,165.0,25,297.5
24,1992,oly,M,26.0,Sergio Lafuente,URU,A,81.45,-127.5,127.5,-135.0,127.5,28,152.5,-160.0,-160.0,152.5,26,280.0
25,1992,oly,M,27.0,Pieter Smith,RSA,A,82.0,115.0,120.0,-125.0,120.0,29,145.0,150.0,-155.0,150.0,27,270.0
26,1992,oly,M,0.0,Arnold Franqui,PUR,A,76.9,130.0,135.0,-137.5,135.0,26,-160.0,-160.0,-160.0,-160.0,29,-25.0
27,1992,oly,M,0.0,Ryoji Isaoka,JPN,A,81.5,-155.0,155.0,-160.0,155.0,15,-195.0,-195.0,-195.0,-195.0,30,-40.0
28,1992,oly,M,0.0,Ibragim Samadov,EUN,A,81.85,162.5,167.5,-170.0,167.5,1,202.5,-207.5,-207.5,202.5,3,370.0
29,1992,oly,M,0.0,Yeom Dong-Cheol,KOR,A,82.25,-150.0,-150.0,-150.0,-150.0,30,0.0,0.0,0.0,0.0,28,-150.0
